item,family,mode,context,refusalCode,referenceKind,expectedGpuRoute,pmValue,risk,ownerTask
4,DrawPoint,DST_OUT,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,SRC_ATOP,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,DST_ATOP,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,XOR,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,PLUS,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,MODULATE,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,MULTIPLY,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,SCREEN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,OVERLAY,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,DARKEN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,LIGHTEN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,COLOR_DODGE,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,COLOR_BURN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,HARD_LIGHT,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,SOFT_LIGHT,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,DIFFERENCE,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,EXCLUSION,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,HUE,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,SATURATION,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,COLOR,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoint,LUMINOSITY,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,CLEAR,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,SRC,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,SRC_OVER,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,DST_OVER,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,SRC_IN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,DST_IN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,SRC_OUT,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,DST_OUT,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,SRC_ATOP,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,DST_ATOP,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,XOR,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,PLUS,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,MODULATE,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,MULTIPLY,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,SCREEN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,OVERLAY,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,DARKEN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,LIGHTEN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,COLOR_DODGE,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,COLOR_BURN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,HARD_LIGHT,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,SOFT_LIGHT,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,DIFFERENCE,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,EXCLUSION,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,HUE,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,SATURATION,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,COLOR,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,DrawPoints,LUMINOSITY,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,clip:coverage,n/a,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,clip:advanced,MULTIPLY,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,clip:advanced,SCREEN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,clip:advanced,OVERLAY,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,clip:advanced,DARKEN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,clip:advanced,LIGHTEN,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,clip:advanced,DIFFERENCE,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,clip:advanced,EXCLUSION,ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,clip:advanced,DARKEN(partial-alpha),ALPHA_MASK,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
4,clip:path,n/a,device-rect-clip,unsupported.recording.core_primitive_mixed_uniform_layouts,cpu-oracle,split-uniform64-160,high,medium,6
1,DrawRRect,PLUS,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,MULTIPLY,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,OVERLAY,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,DARKEN,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,LIGHTEN,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,COLOR_DODGE,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,COLOR_BURN,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,HARD_LIGHT,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,SOFT_LIGHT,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,DIFFERENCE,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,EXCLUSION,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,HUE,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,SATURATION,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,COLOR,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,LUMINOSITY,UNCLIPPED,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,PLUS,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,MULTIPLY,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,OVERLAY,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,DARKEN,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,LIGHTEN,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,COLOR_DODGE,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,COLOR_BURN,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,HARD_LIGHT,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,SOFT_LIGHT,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,DIFFERENCE,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,EXCLUSION,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,HUE,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,SATURATION,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,COLOR,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,DrawRRect,LUMINOSITY,SCISSOR,unsupported.native-core-primitive.frame-global-pipeline,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,clip:coverage,DARKEN,UNCLIPPED,unsupported.native-core-primitive.dst-read-formula,cpu-oracle,prepared-dst-read-formula,high,medium,3
1,clip:coverage,COLOR_DODGE,UNCLIPPED,unsupported.native-core-primitive.dst-read-formula,cpu-oracle,prepared-dst-read-formula,high,medium,3
6,DrawPath,PLUS,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,MULTIPLY,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,OVERLAY,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,DARKEN,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,LIGHTEN,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,COLOR_DODGE,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,COLOR_BURN,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,HARD_LIGHT,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,SOFT_LIGHT,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,DIFFERENCE,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,EXCLUSION,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,HUE,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,SATURATION,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,COLOR,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,LUMINOSITY,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,PLUS,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,MULTIPLY,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,OVERLAY,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,DARKEN,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,LIGHTEN,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,COLOR_DODGE,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,COLOR_BURN,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,HARD_LIGHT,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,SOFT_LIGHT,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,DIFFERENCE,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,EXCLUSION,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,HUE,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,SATURATION,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,COLOR,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawPath,LUMINOSITY,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,PLUS,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,MULTIPLY,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,OVERLAY,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,DARKEN,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,LIGHTEN,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,COLOR_DODGE,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,COLOR_BURN,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,HARD_LIGHT,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,SOFT_LIGHT,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,DIFFERENCE,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,EXCLUSION,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,HUE,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,SATURATION,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,COLOR,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,LUMINOSITY,UNCLIPPED,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,PLUS,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,MULTIPLY,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,OVERLAY,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,DARKEN,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,LIGHTEN,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,COLOR_DODGE,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,COLOR_BURN,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,HARD_LIGHT,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,SOFT_LIGHT,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,DIFFERENCE,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,EXCLUSION,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,HUE,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,SATURATION,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,COLOR,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
6,DrawDRRect,LUMINOSITY,SCISSOR,unsupported.native-core-primitive.path-destination-read,cpu-oracle,stencil-continuation-path-cover,high,high,8
2,clip:coverage,CLEAR/SRC/DST_IN,ALPHA_MASK,unsupported.native-core-primitive.analytic-shape-multi-key,cpu-oracle,prepared-dst-read-formula,low,low,4
2,clip:coverage,CLEAR/SRC/DST_IN,SCISSOR,unsupported.native-core-primitive.analytic-shape-multi-key,cpu-oracle,prepared-dst-read-formula,low,low,4
5,DrawRect,DST,ALPHA_MASK,unsupported.recording.core_primitive_analytic_clip_non_direct_geometry,cpu-oracle,analytic-clip-non-direct,low,medium,7
5,DrawColor,DST,ALPHA_MASK,unsupported.recording.core_primitive_analytic_clip_non_direct_geometry,cpu-oracle,analytic-clip-non-direct,low,medium,7
5,DrawPoint,DST,ALPHA_MASK,unsupported.recording.core_primitive_analytic_clip_non_direct_geometry,cpu-oracle,analytic-clip-non-direct,low,medium,7
5,DrawPoints,DST,ALPHA_MASK,unsupported.recording.core_primitive_analytic_clip_non_direct_geometry,cpu-oracle,analytic-clip-non-direct,low,medium,7
