group	family	name	similarity	threshold	status	matchingPixels	totalPixels	unmatchedPixels
A	IMAGE	nearest_half_pixel_image	73.59123146357189	0.0	pass	45656	62040	16384
B	COMPOSITE	fadefilter	75.0	70.0	pass	49152	65536	16384
C	PATH	thinstrokedrects	79.02994791666667	75.2	pass	60695	76800	16105
B	COMPOSITE	colorfilterimagefilter	69.79693486590038	44.8	pass	36434	52200	15766
B	COMPOSITE	clipshadermatrix	17.106681034482758	0.0	pass	3175	18560	15385
Z	TEXT	typefacestyles_kerning	95.103515625	0.0	pass	292158	307200	15042
Z	GRADIENT	small_color_stop	0.0	0.0	pass	0	15000	15000
B	COMPOSITE	offsetimagefilter	76.57833333333333	0.0	pass	45947	60000	14053
C	PATH	concavepaths	95.392	93.0	pass	286176	300000	13824
Z	BLUR	blur2rects	96.10885714285715	91.4	pass	336381	350000	13619
Z	BLUR	inverse_windingmode_filters	48.35546875	0.0	pass	12379	25600	13221
B	COMPOSITE	hsl	78.68333333333334	0.0	pass	47210	60000	12790
A	IMAGE	bitmapshaders	16.786666666666665	0.0	pass	2518	15000	12482
Z	TEXT	blob_rsxform_distortable	78.00200000000001	45.0	pass	39001	50000	10999
A	IMAGE	imagemagnifier_cropped	83.831787109375	0.0	pass	54940	65536	10596
A	IMAGE	localmatriximageshader	83.8688	0.0	pass	52418	62500	10082
A	IMAGE	tinybitmap	0.0	0.0	pass	0	10000	10000
B	COMPOSITE	composeshader	30.555555555555557	25.6	pass	4400	14400	10000
B	COMPOSITE	discard	0.0	0.0	pass	0	10000	10000
Z	TEXT	typefacestyles	96.7705078125	0.0	pass	297279	307200	9921
Z	GRADIENT	radial_gradient_precision	76.725	0.0	pass	30690	40000	9310
C	CLIP	clip_strokerect	89.17	71.8	pass	71336	80000	8664
C	PATH	trickycubicstrokes_largeradius	73.9288330078125	68.9	pass	24225	32768	8543
Z	GRADIENT	testgradient	98.68515624999999	0.0	pass	631585	640000	8415
A	IMAGE	shaderpath	98.89732494099135	0.0	pass	754191	762600	8409
C	PATH	zeroPath	97.4003125	92.4	pass	311681	320000	8319
Z	GRADIENT	gradients_alpha_many_stops	18.0	0.0	pass	1800	10000	8200
B	COMPOSITE	dropshadow_pseudopersp	67.10926118626432	0.0	pass	16123	24025	7902
A	IMAGE	hugebitmapshader	21.15	0.0	pass	2115	10000	7885
A	IMAGE	drawimagerect_filter	29.666666666666668	0.0	pass	3204	10800	7596
A	IMAGE	alpha_image_alpha_tint	38.94736842105263	0.0	pass	4736	12160	7424
C	PATH	dashing	96.63051470588235	84.8	pass	210268	217600	7332
C	PATH	thin_aa_dash_lines	79.86776859504133	75.6	pass	28992	36300	7308
C	PATH	convexpaths	99.45257575757576	0.0	pass	1312774	1320000	7226
C	PATH	zero_control_stroke	97.860625	0.0	pass	313154	320000	6846
C	PATH	zero_control_stroke	97.860625	0.0	pass	313154	320000	6846
C	PATH	thinroundrects	91.1328125	84.5	pass	69990	76800	6810
C	PATH	thinconcavepaths	96.93136363636363	94.0	pass	213249	220000	6751
Z	TEXT	chrome_gradtext2	97.30541666666667	95.0	pass	233533	240000	6467
B	COMPOSITE	badpaint	36.0	31.0	pass	3600	10000	6400
C	PATH	thinrects	91.82161458333333	85.1	pass	70519	76800	6281
Z	BLUR	check_small_sigma_offset	97.42041666666667	91.7	pass	233809	240000	6191
A	IMAGE	imagesource	91.81866666666667	0.0	pass	68864	75000	6136
Z	TEXT	text_scale_skew	81.585693359375	80.0	pass	26734	32768	6034
A	IMAGE	image_subset	94.10640495867769	0.0	pass	91095	96800	5705
C	PATH	teenyStrokes	98.22375	93.2	pass	314316	320000	5684
A	COMPOSITE	composeshader_bitmap	37.142857142857146	0.0	pass	3250	8750	5500
A	IMAGE	filterbug	77.77777777777779	0.0	pass	17500	22500	5000
A	IMAGE	pictureshadercache	53.72	0.0	pass	5372	10000	4628
B	COMPOSITE	imagefiltersunpremul	0.0	0.0	pass	0	4096	4096
A	IMAGE	not_native32_bitmap_config	75.738525390625	0.0	pass	12409	16384	3975
A	IMAGE	makeRasterImage	78.717041015625	0.0	pass	12897	16384	3487
Z	GRADIENT	emptyshader	69.10511363636364	0.0	pass	7784	11264	3480
Z	TEXT	textblobgeometrychange	91.9975	90.0	pass	36799	40000	3201
A	IMAGE	image_out_of_gamut	0.0	0.0	pass	0	3157	3157
A	IMAGE	filterindiabox	96.47285067873304	0.0	pass	85282	88400	3118
C	PATH	zerolinestroke	74.05555555555556	69.1	pass	7998	10800	2802
Z	TEXT	palette	97.9888916015625	0.0	pass	128436	131072	2636
B	COMPOSITE	gpusamplerstress	99.14713541666667	0.0	pass	304580	307200	2620
B	COMPOSITE	internal_links	99.27228571428572	0.0	pass	347453	350000	2547
C	CLIP	aaclip	91.18402777777777	88.2	pass	26261	28800	2539
Z	TEXT	textblobuseaftergpufree	93.7775	90.0	pass	37511	40000	2489
B	COMPOSITE	crbug_1167277	96.80978260869566	0.0	pass	71252	73600	2348
A	IMAGE	bigmatrix	7.960000000000001	0.0	pass	199	2500	2301
A	IMAGE	draw_bitmap_rect_skbug4734	45.3125	0.0	pass	1856	4096	2240
C	PATH	ctmpatheffect	99.54020833333334	0.0	pass	477793	480000	2207
C	CLIP	inverseclip	98.73125	52.1	pass	157970	160000	2030
B	COMPOSITE	crbug_1162942	98.64112903225806	0.0	pass	122315	124000	1685
Z	MESH	vertices_collapsed	36.0	0.0	pass	900	2500	1600
C	PATH	circle_sizes	92.071533203125	87.3	pass	15085	16384	1299
B	COMPOSITE	colorfilterimagefilter_layer	0.0	0.0	pass	0	1024	1024
Z	TEXT	skbug_5321	94.9462890625	0.0	pass	15556	16384	828
C	PATH	preservefillrule_little	66.8125	40.4	pass	1069	1600	531
A	IMAGE	bitmaprect_rounding	99.869140625	0.0	pass	306798	307200	402
Z	BLUR	smallemboss	84.0	0.0	pass	2100	2500	400
C	PATH	tinyanglearcs	99.84506353861192	94.9	pass	204283	204600	317
A	IMAGE	bc1_transparency	56.547619047619044	0.0	pass	380	672	292
B	COMPOSITE	luminosity_overflow	99.62158203125	0.0	pass	65288	65536	248
B	COMPOSITE	crbug_1177833	99.84625	0.0	pass	159754	160000	246
Z	TEXT	skbug_8955	97.69	0.0	pass	9769	10000	231
B	COMPOSITE	crbug_1174186	99.99729166666667	0.0	pass	1439961	1440000	39
C	PATH	zerolinedash	99.98626708984375	80.0	pass	65527	65536	9
A	IMAGE	all		0.0	no-reference			0
A	IMAGE	alpha_bitmap_is_coverage_android		0.0	no-reference			0
A	IMAGE	alpha_image_shader_rt		0.0	render-failed			0
A	IMAGE	anisotropic_image_scale		0.0	no-reference			0
A	IMAGE	async_rescale_and_read_no_bleed		0.0	size-mismatch			0
A	IMAGE	attributes		0.0	no-reference			0
A	IMAGE	bitmap-image-srgb-legacy		0.0	render-failed			0
A	IMAGE	bitmap_premul	100.0	0.0	pass	262144	262144	0
A	IMAGE	bitmapcopy		0.0	render-failed			0
A	IMAGE	bitmaprect_i		0.0	render-failed			0
A	IMAGE	bitmaprect_s		0.0	render-failed			0
A	IMAGE	cgimage		0.0	render-failed			0
A	IMAGE	child_sampling_rt		0.0	render-failed			0
A	IMAGE	clippedbitmapshaders		0.0	no-reference			0
A	IMAGE	color_cube_cf_rt		0.0	render-failed			0
A	COMPOSITE	composeshader_bitmap_lm		0.0	render-failed			0
A	IMAGE	copyTo4444		0.0	render-failed			0
A	IMAGE	crbug_404394639		0.0	render-failed			0
A	IMAGE	deferred_shader_rt		0.0	render-failed			0
A	IMAGE	drawbitmaprect4		0.0	no-reference			0
A	IMAGE	drawimage_sampling		0.0	render-failed			0
A	IMAGE	encode-alpha-jpeg-opts		0.0	no-reference			0
A	IMAGE	flight_animated_image		0.0	size-mismatch			0
A	IMAGE	format4444		0.0	render-failed			0
A	IMAGE	giantbitmap_clamp_bilerp_rotate		0.0	render-failed			0
A	IMAGE	giantbitmap_clamp_bilerp_scale		0.0	render-failed			0
A	IMAGE	giantbitmap_clamp_point_rotate		0.0	render-failed			0
A	IMAGE	giantbitmap_clamp_point_scale		0.0	render-failed			0
A	IMAGE	giantbitmap_mirror_bilerp_rotate		0.0	render-failed			0
A	IMAGE	giantbitmap_mirror_bilerp_scale		0.0	render-failed			0
A	IMAGE	giantbitmap_mirror_point_rotate		0.0	render-failed			0
A	IMAGE	giantbitmap_mirror_point_scale		0.0	render-failed			0
A	IMAGE	giantbitmap_repeat_bilerp_rotate		0.0	render-failed			0
A	IMAGE	giantbitmap_repeat_bilerp_scale		0.0	render-failed			0
A	IMAGE	giantbitmap_repeat_point_rotate		0.0	render-failed			0
A	IMAGE	giantbitmap_repeat_point_scale		0.0	render-failed			0
A	IMAGE	image_dither		0.0	render-failed			0
A	IMAGE	jpeg_orientation		0.0	no-reference			0
A	IMAGE	lazytiling		0.0	no-reference			0
A	IMAGE	lit_shader_linear_rt		0.0	render-failed			0
A	IMAGE	local_matrix_shader_rt		0.0	render-failed			0
A	IMAGE	localmatrix_order		0.0	render-failed			0
A	IMAGE	localmatrixshader_nested		0.0	render-failed			0
A	IMAGE	localmatrixshader_persp		0.0	render-failed			0
A	IMAGE	makecolorspace		0.0	render-failed			0
A	IMAGE	makecolortypeandspace		0.0	render-failed			0
A	IMAGE	mipmap_gray8_srgb		0.0	render-failed			0
A	IMAGE	mipmap_srgb		0.0	render-failed			0
A	IMAGE	new_texture_image		0.0	no-reference			0
A	IMAGE	ninepatch-stretch		0.0	render-failed			0
A	IMAGE	null_child_rt		0.0	render-failed			0
A	IMAGE	path_huge_aa		0.0	render-failed			0
A	IMAGE	persp_images		0.0	render-failed			0
A	IMAGE	picture		0.0	no-reference			0
A	IMAGE	pictureimagegenerator		0.0	render-failed			0
A	IMAGE	pictureimagegenerator		0.0	render-failed			0
A	IMAGE	raw_image_shader_normals_rt		0.0	render-failed			0
A	IMAGE	readpixelscodec		0.0	render-failed			0
A	IMAGE	rectangle_texture		0.0	no-reference			0
A	IMAGE	reinterpretcolorspace		0.0	render-failed			0
A	IMAGE	repeated_bitmap		0.0	render-failed			0
A	IMAGE	repeated_bitmap_jpg		0.0	render-failed			0
A	IMAGE	scale-pixels		0.0	render-failed			0
A	IMAGE	scaled_tilemode_bitmap		0.0	render-failed			0
A	IMAGE	scaledtiling		0.0	no-reference			0
A	IMAGE	scalepixels_unpremul		0.0	render-failed			0
A	IMAGE	showmiplevels_explicit		0.0	render-failed			0
A	IMAGE	srcrectconstraint		0.0	no-reference			0
A	IMAGE	texelsubset		0.0	no-reference			0
A	IMAGE	texture		0.0	no-reference			0
A	IMAGE	textureimage_and_shader		0.0	render-failed			0
A	IMAGE	tiling		0.0	no-reference			0
A	IMAGE	verylarge_picture_image		80.0	render-failed			0
A	IMAGE	verylargebitmap		0.0	render-failed			0
A	IMAGE	videodecoder		0.0	no-reference			0
A	IMAGE	wacky_yuv_formats		0.0	no-reference			0
A	IMAGE	ycbcrimage		0.0	no-reference			0
A	IMAGE	yuv420_odd_dim		0.0	no-reference			0
A	IMAGE	yuv420_odd_dim_repeat		0.0	no-reference			0
B	COMPOSITE	colorcomposefilter_alpha		0.0	render-failed			0
B	COMPOSITE	colorcomposefilter_wacky		0.0	render-failed			0
B	RUNTIME_EFFECT	colorcubecolorfilterrt		0.0	no-reference			0
B	TEXT	coloremoji_blendmodes		0.0	no-reference			0
B	COMPOSITE	composeCFIF		0.0	render-failed			0
B	COMPOSITE	destcolor		0.0	render-failed			0
B	COMPOSITE	extractalpha		0.0	render-failed			0
B	COMPOSITE	graphitestart		0.0	no-reference			0
B	COMPOSITE	mixerCF		0.0	render-failed			0
B	COMPOSITE	patch_image		0.0	render-failed			0
B	PATH	pathops_blend		0.0	render-failed			0
B	COMPOSITE	runtimecolorfilter_vertices_atlas_and_patch		0.0	render-failed			0
B	COMPOSITE	shadow_utils_gray		0.0	render-failed			0
B	COMPOSITE	shadow_utils_occl		0.0	render-failed			0
B	COMPOSITE	tileimagefilter		0.0	render-failed			0
B	COMPOSITE	xfermodes3		0.0	render-failed			0
C	PATH	OverStroke		0.0	render-failed			0
C	PATH	PathMeasure_explosion		0.0	no-reference			0
C	PATH	aa_rect_effect		0.0	no-reference			0
C	PATH	bezier_conic_effects		0.0	no-reference			0
C	PATH	bezier_quad_effects		0.0	no-reference			0
C	PATH	big_rrect_circle_aa_effect		0.0	no-reference			0
C	CLIP	bug339297_as_clip		80.0	render-failed			0
C	PATH	bug41422450	100.0	0.0	pass	408199	408199	0
C	PATH	circle		0.0	no-reference			0
C	PATH	circular_arcs		0.0	no-reference			0
C	PATH	circular_corner		0.0	no-reference			0
C	CLIP	clipsuperrrect		0.0	no-reference			0
C	PATH	clockwise		0.0	no-reference			0
C	CLIP	complexclip3_complex		0.0	render-failed			0
C	CLIP	complexclip3_simple		0.0	render-failed			0
C	PATH	conicpaths		0.0	render-failed			0
C	PATH	convex-polygon-inset		0.0	render-failed			0
C	PATH	convex_lineonly_paths		0.0	no-reference			0
C	PATH	convex_lineonly_paths_stroke_and_fill		0.0	no-reference			0
C	PATH	convex_poly_effect		0.0	no-reference			0
C	PATH	crbug_640176		0.0	render-failed			0
C	PATH	crbug_691386		0.0	render-failed			0
C	PATH	cubicpath_shader		0.0	render-failed			0
C	CLIP	distantclip	100.0	0.0	pass	10000	10000	0
C	PATH	drawregion		0.0	render-failed			0
C	PATH	drawregionmodes		0.0	render-failed			0
C	PATH	ellipse		0.0	no-reference			0
C	PATH	elliptical_corner		0.0	no-reference			0
C	PATH	fancy_gradients		0.0	render-failed			0
C	CLIP	fast_constraint_red_is_allowed		80.0	render-failed			0
C	CLIP	fast_constraint_red_is_allowed_manual		0.0	render-failed			0
C	PATH	fatpathfill		0.0	render-failed			0
C	PATH	inner_join_geometry		0.0	render-failed			0
C	PATH	lattice2		0.0	render-failed			0
C	PATH	lineclosepath		0.0	render-failed			0
C	PATH	longrect_dash		0.0	no-reference			0
C	PATH	macaatest		0.0	render-failed			0
C	PATH	manypathatlases		0.0	no-reference			0
C	CLIP	manypathatlases_128		0.0	render-failed			0
C	CLIP	manypathatlases_2048		0.0	render-failed			0
C	PATH	nested		0.0	no-reference			0
C	PATH	nested		0.0	no-reference			0
C	PATH	parsedpaths		0.0	render-failed			0
C	PATH	path_huge_aa_manual		0.0	render-failed			0
C	PATH	path_mask_cache		0.0	render-failed			0
C	PATH	path_stroke_clip_crbug1070835		80.0	render-failed			0
C	PATH	pathops_skbug_10155		0.0	render-failed			0
C	PATH	pathopsinverse		0.0	render-failed			0
C	PATH	poly2poly		0.0	render-failed			0
C	PATH	preservefillrule		0.0	no-reference			0
C	PATH	roundrects		0.0	render-failed			0
C	PATH	shadow_utils_directional		0.0	render-failed			0
C	PATH	sharedcorners		0.0	render-failed			0
C	CLIP	simpleclip		0.0	no-reference			0
C	PATH	simpleshapes		0.0	render-failed			0
C	PATH	simpleshapes_bw		80.0	render-failed			0
C	CLIP	strict_constraint_batch_no_red_allowed		80.0	render-failed			0
C	CLIP	strict_constraint_batch_no_red_allowed_manual		0.0	render-failed			0
C	CLIP	strict_constraint_no_red_allowed		80.0	render-failed			0
C	CLIP	strict_constraint_no_red_allowed_manual		0.0	render-failed			0
C	PATH	strokes3		0.0	render-failed			0
C	PATH	zero_length_paths_aa		80.0	render-failed			0
C	PATH	zero_length_paths_bw		80.0	render-failed			0
C	PATH	zero_length_paths_dbl_aa		80.0	render-failed			0
C	PATH	zero_length_paths_dbl_bw		80.0	render-failed			0
D	RUNTIME_EFFECT	arithmode		0.0	size-mismatch			0
D	RUNTIME_EFFECT	lineargradientrt		0.0	no-reference			0
D	RUNTIME_EFFECT	lumafilter		0.0	size-mismatch			0
D	RUNTIME_EFFECT	runtime_intrinsics_common		0.0	size-mismatch			0
D	RUNTIME_EFFECT	runtime_intrinsics_exponential		0.0	size-mismatch			0
D	RUNTIME_EFFECT	runtime_intrinsics_geometric		0.0	size-mismatch			0
D	RUNTIME_EFFECT	runtime_intrinsics_matrix		0.0	size-mismatch			0
D	RUNTIME_EFFECT	runtime_intrinsics_relational		0.0	size-mismatch			0
D	RUNTIME_EFFECT	runtime_intrinsics_trig		0.0	size-mismatch			0
D	RUNTIME_EFFECT	simplert		0.0	no-reference			0
Z	BLUR	animatedbackdropblur		0.0	no-reference			0
Z	BLUR	blur_ignore_xform_circle		0.0	render-failed			0
Z	BLUR	blur_ignore_xform_rect		0.0	render-failed			0
Z	BLUR	blur_ignore_xform_rrect		0.0	render-failed			0
Z	TEXT	cliperror		0.0	render-failed			0
Z	COLOR	color		0.0	no-reference			0
Z	TEXT	coloremoji		0.0	no-reference			0
Z	TEXT	colorwheelnative		0.0	render-failed			0
Z	GRADIENT	conicalgradients		0.0	no-reference			0
Z	COLOR	const_color_processor		0.0	no-reference			0
Z	TEXT	crbug_478659067		0.0	no-reference			0
Z	MESH	custommesh_cs_uniforms		0.0	no-reference			0
Z	MESH	custommesh_uniforms	100.0	99.0	pass	35000	35000	0
Z	COLOR	dark		0.0	no-reference			0
Z	COLOR	debug		0.0	no-reference			0
Z	COLOR	default		0.0	no-reference			0
Z	TEXT	dftext_blob_persp		0.0	render-failed			0
Z	TEXT	drawTextRSXform		0.0	render-failed			0
Z	COLOR	encodesrgb		0.0	no-reference			0
Z	COLOR	filter		0.0	no-reference			0
Z	TEXT	fontcache		0.0	render-failed			0
Z	TEXT	fontregen		0.0	render-failed			0
Z	GRADIENT	gradients_powerless_hue		0.0	no-reference			0
Z	GRADIENT	gradients_view_perspective		0.0	render-failed			0
Z	COLOR	high		0.0	no-reference			0
Z	BLUR	imagefilterstext_cf		0.0	no-reference			0
Z	BLUR	imagefilterstext_if		0.0	no-reference			0
Z	COLOR	light		0.0	no-reference			0
Z	COLOR	low		0.0	no-reference			0
Z	BLUR	matrixconvolution		0.0	render-failed			0
Z	BLUR	matrixconvolution_big		0.0	render-failed			0
Z	BLUR	matrixconvolution_big_color		0.0	render-failed			0
Z	BLUR	matrixconvolution_bigger		0.0	render-failed			0
Z	BLUR	matrixconvolution_biggest		0.0	render-failed			0
Z	BLUR	matrixconvolution_color		0.0	render-failed			0
Z	COLOR	med		0.0	no-reference			0
Z	MESH	mesh_with_effects		0.0	render-failed			0
Z	MESH	mesh_with_image		0.0	render-failed			0
Z	MESH	mesh_with_paint_color		0.0	render-failed			0
Z	MESH	mesh_with_paint_image		0.0	render-failed			0
Z	MESH	mesh_zero_init		0.0	render-failed			0
Z	COLOR	name		0.0	no-reference			0
Z	COLOR	none		0.0	no-reference			0
Z	COLOR	one		0.0	no-reference			0
Z	COLOR	orientation		0.0	no-reference			0
Z	COLOR	paint_alpha_normals_rt		0.0	render-failed			0
Z	TEXT	pdf_never_embed		0.0	render-failed			0
Z	TEXT	pdf_table_based_subset		0.0	render-failed			0
Z	GRADIENT	persp_shaders_bw		0.0	render-failed			0
Z	TEXT	persptext_minimal		80.0	render-failed			0
Z	MESH	picture_mesh	100.0	99.0	pass	35100	35100	0
Z	GRADIENT	radial_gradient3	100.0	9.8	pass	250000	250000	0
Z	GRADIENT	radial_gradient3_nodither	100.0	9.8	pass	250000	250000	0
Z	GRADIENT	radial_gradient4	100.0	32.7	pass	250000	250000	0
Z	GRADIENT	radial_gradient4_nodither	100.0	32.7	pass	250000	250000	0
Z	COLOR	raster		0.0	no-reference			0
Z	COLOR	rect		0.0	no-reference			0
Z	TEXT	rsx_blob_shader		0.0	size-mismatch			0
Z	COLOR	shader		0.0	no-reference			0
Z	GRADIENT	shallow_gradient_linear	100.0	0.0	pass	640000	640000	0
Z	GRADIENT	shallow_gradient_linear_nodither	100.0	0.0	pass	640000	640000	0
Z	GRADIENT	shallow_gradient_radial	100.0	0.0	pass	640000	640000	0
Z	GRADIENT	shallow_gradient_radial_nodither	100.0	0.0	pass	640000	640000	0
Z	GRADIENT	shallow_gradient_sweep	100.0	0.0	pass	640000	640000	0
Z	GRADIENT	shallow_gradient_sweep_nodither	100.0	0.0	pass	640000	640000	0
Z	GRADIENT	shallowgradient		0.0	no-reference			0
Z	TEXT	slug		0.0	render-failed			0
Z	TEXT	textblobrandomfont		0.0	no-reference			0
Z	TEXT	variedtext		0.0	no-reference			0
Z	MESH	vertices_perspective		0.0	render-failed			0
